     1	133.095
     2	133.409
     3	133.651
     4	133.817
     5	133.919
     6	133.983
     7	134.041
     8	134.113
     9	134.205
    10	134.299
    11	134.361
    12	134.351
    13	134.237
    14	134.01
    15	133.691
    16	133.327
    17	132.979
    18	132.704
    19	132.539
    20	132.489
    21	132.529
    22	132.614
    23	132.699
    24	132.75
    25	132.758
    26	132.738
    27	132.722
    28	132.741
    29	132.814
    30	132.939
    31	133.086
    32	133.208
    33	133.253
    34	133.181
    35	132.973
    36	132.635
    37	132.197
    38	131.703
    39	131.201
    40	130.733
    41	130.329
    42	130.004
    43	129.76
    44	129.587
    45	129.475
    46	129.417
    47	129.413
    48	129.466
    49	129.584
    50	129.769
    51	130.013
    52	130.296
    53	130.589
    54	130.857
    55	131.071
    56	131.211
    57	131.268
    58	131.24
    59	131.13
    60	130.942
    61	130.681
    62	130.354
    63	129.979
    64	129.583
    65	129.198
    66	128.859
    67	128.592
    68	128.414
    69	128.325
    70	128.318
    71	128.381
    72	128.499
    73	128.654
    74	128.832
    75	129.017
    76	129.192
    77	129.341
    78	129.449
    79	129.499
    80	129.473
    81	129.352
    82	129.124
    83	128.788
    84	128.359
    85	127.869
    86	127.361
    87	126.877
    88	126.451
    89	126.095
    90	125.808
    91	125.576
    92	125.384
    93	125.226
    94	125.105
    95	125.035
    96	125.036
    97	125.129
    98	125.324
    99	125.619
   100	125.994
   101	126.416
   102	126.844
   103	127.239
   104	127.575
   105	127.842
   106	128.055
   107	128.24
   108	128.435
   109	128.668
   110	128.956
   111	129.293
   112	129.659
   113	130.029
   114	130.378
   115	130.697
   116	130.991
   117	131.278
   118	131.583
   119	131.928
   120	132.324
   121	132.768
   122	133.243
   123	133.722
   124	134.172
   125	134.564
   126	134.875
   127	135.089
   128	135.199
   129	135.205
   130	135.113
   131	134.937
   132	134.692
   133	134.394
   134	134.059
   135	133.704
   136	133.342
   137	132.986
   138	132.653
   139	132.363
   140	132.139
   141	132.007
   142	131.994
   143	132.119
   144	132.394
   145	132.821
   146	133.391
   147	134.083
   148	134.871
   149	135.721
   150	136.601
   151	137.477
   152	138.328
   153	139.136
   154	139.894
   155	140.602
   156	141.264
   157	141.879
   158	142.447
   159	142.959
   160	143.405
   161	143.776
   162	144.068
   163	144.289
   164	144.454
   165	144.588
   166	144.715
   167	144.854
   168	145.009
   169	145.174
   170	145.331
   171	145.461
   172	145.547
   173	145.586
   174	145.585
   175	145.566
   176	145.554
   177	145.575
   178	145.646
   179	145.774
   180	145.957
   181	146.187
   182	146.454
   183	146.749
   184	147.065
   185	147.401
   186	147.756
   187	148.127
   188	148.508
   189	148.887
   190	149.246
   191	149.559
   192	149.797
   193	149.931
   194	149.937
   195	149.806
   196	149.54
   197	149.157
   198	148.687
   199	148.163
   200	147.616
   201	147.077
   202	146.575
   203	146.138
   204	145.792
   205	145.563
   206	145.471
   207	145.527
   208	145.73
   209	146.067
   210	146.515
   211	147.048
   212	147.639
   213	148.263
   214	148.897
   215	149.522
   216	150.117
   217	150.666
   218	151.153
   219	151.562
   220	151.881
   221	152.101
   222	152.215
   223	152.22
   224	152.119
   225	151.921
   226	151.641
   227	151.3
   228	150.922
   229	150.529
   230	150.137
   231	149.76
   232	149.406
   233	149.081
   234	148.789
   235	148.536
   236	148.324
   237	148.156
   238	148.033
   239	147.956
   240	147.924
   241	147.94
   242	148.005
   243	148.12
   244	148.286
   245	148.501
   246	148.759
   247	149.053
   248	149.374
   249	149.712
   250	150.061
   251	150.418
   252	150.783
   253	151.163
   254	151.565
   255	151.996
   256	152.454
   257	152.933
   258	153.417
   259	153.885
   260	154.316
   261	154.693
   262	155.001
   263	155.235
   264	155.39
   265	155.465
   266	155.456
   267	155.357
   268	155.161
