1 -49.6187 133.095
2 -49.9407 133.409
3 -50.1611 133.651
4 -50.3089 133.817
5 -50.4267 133.919
6 -50.56 133.983
7 -50.7417 134.041
8 -50.9807 134.113
9 -51.2585 134.205
10 -51.536 134.299
11 -51.7669 134.361
12 -51.9129 134.351
13 -51.9566 134.237
14 -51.9086 134.01
15 -51.808 133.691
16 -51.7134 133.327
17 -51.6901 132.979
18 -51.794 132.704
19 -52.0566 132.539
20 -52.4785 132.489
21 -53.0317 132.529
22 -53.6693 132.614
23 -54.343 132.699
24 -55.0156 132.75
25 -55.6666 132.758
26 -56.2955 132.738
27 -56.9153 132.722
28 -57.5444 132.741
29 -58.1949 132.814
30 -58.8605 132.939
31 -59.512 133.086
32 -60.0993 133.208
33 -60.5638 133.253
34 -60.8511 133.181
35 -60.9224 132.973
36 -60.7654 132.635
37 -60.3963 132.197
38 -59.8562 131.703
39 -59.2026 131.201
40 -58.4971 130.733
41 -57.7927 130.329
42 -57.1275 130.004
43 -56.523 129.76
44 -55.988 129.587
45 -55.5294 129.475
46 -55.1553 129.417
47 -54.8795 129.413
48 -54.7214 129.466
49 -54.7036 129.584
50 -54.8469 129.769
51 -55.1657 130.013
52 -55.664 130.296
53 -56.329 130.589
54 -57.1302 130.857
55 -58.02 131.071
56 -58.9366 131.211
57 -59.8123 131.268
58 -60.5811 131.24
59 -61.1877 131.13
60 -61.5965 130.942
61 -61.7915 130.681
62 -61.7738 130.354
63 -61.5556 129.979
64 -61.1535 129.583
65 -60.5849 129.198
66 -59.8674 128.859
67 -59.0204 128.592
68 -58.0665 128.414
69 -57.0338 128.325
70 -55.9578 128.318
71 -54.8787 128.381
72 -53.8382 128.499
73 -52.8762 128.654
74 -52.0301 128.832
75 -51.3309 129.017
76 -50.8014 129.192
77 -50.4517 129.341
78 -50.2781 129.449
79 -50.261 129.499
80 -50.3656 129.473
81 -50.5507 129.352
82 -50.7769 129.124
83 -51.0147 128.788
84 -51.2488 128.359
85 -51.4761 127.869
86 -51.6976 127.361
87 -51.9106 126.877
88 -52.102 126.451
89 -52.2497 126.095
90 -52.3282 125.808
91 -52.3182 125.576
92 -52.2146 125.384
93 -52.0283 125.226
94 -51.7851 125.105
95 -51.5194 125.035
96 -51.2685 125.036
97 -51.065 125.129
98 -50.932 125.324
99 -50.8788 125.619
100 -50.8997 125.994
101 -50.9755 126.416
102 -51.0789 126.844
103 -51.1829 127.239
104 -51.2687 127.575
105 -51.3342 127.842
106 -51.3968 128.055
107 -51.4877 128.24
108 -51.6418 128.435
109 -51.8817 128.668
110 -52.2063 128.956
111 -52.5881 129.293
112 -52.9824 129.659
113 -53.3414 130.029
114 -53.6302 130.378
115 -53.8387 130.697
116 -53.9826 130.991
117 -54.0977 131.278
118 -54.2298 131.583
119 -54.4237 131.928
120 -54.7125 132.324
121 -55.1112 132.768
122 -55.6149 133.243
123 -56.2002 133.722
124 -56.8308 134.172
125 -57.4658 134.564
126 -58.0673 134.875
127 -58.6049 135.089
128 -59.0602 135.199
129 -59.4271 135.205
130 -59.706 135.113
131 -59.9018 134.937
132 -60.0177 134.692
133 -60.0527 134.394
134 -60.001 134.059
135 -59.8549 133.704
136 -59.6087 133.342
137 -59.2648 132.986
138 -58.8373 132.653
139 -58.356 132.363
140 -57.8649 132.139
141 -57.4196 132.007
142 -57.0801 131.994
143 -56.9044 132.119
144 -56.9397 132.394
145 -57.2149 132.821
146 -57.7323 133.391
147 -58.4676 134.083
148 -59.374 134.871
149 -60.3905 135.721
150 -61.4526 136.601
151 -62.505 137.477
152 -63.5082 138.328
153 -64.4367 139.136
154 -65.2737 139.894
155 -66.0072 140.602
156 -66.6234 141.264
157 -67.1035 141.879
158 -67.4252 142.447
159 -67.5657 142.959
160 -67.5075 143.405
161 -67.244 143.776
162 -66.7818 144.068
163 -66.1453 144.289
164 -65.3739 144.454
165 -64.5185 144.588
166 -63.6348 144.715
167 -62.7775 144.854
168 -61.989 145.009
169 -61.2931 145.174
170 -60.698 145.331
171 -60.1994 145.461
172 -59.788 145.547
173 -59.457 145.586
174 -59.2076 145.585
175 -59.0491 145.566
176 -58.9956 145.554
177 -59.0584 145.575
178 -59.2386 145.646
179 -59.5235 145.774
180 -59.8859 145.957
181 -60.2882 146.187
182 -60.6866 146.454
183 -61.0399 146.749
184 -61.3128 147.065
185 -61.4804 147.401
186 -61.5284 147.756
187 -61.4552 148.127
188 -61.2682 148.508
189 -60.9818 148.887
190 -60.6124 149.246
191 -60.1756 149.559
192 -59.6822 149.797
193 -59.1417 149.931
194 -58.563 149.937
195 -57.9537 149.806
196 -57.3229 149.54
197 -56.6821 149.157
198 -56.043 148.687
199 -55.4163 148.163
200 -54.8114 147.616
201 -54.236 147.077
202 -53.6972 146.575
203 -53.2029 146.138
204 -52.7619 145.792
205 -52.384 145.563
206 -52.0787 145.471
207 -51.8517 145.527
208 -51.7026 145.73
209 -51.625 146.067
210 -51.6072 146.515
211 -51.6349 147.048
212 -51.6957 147.639
213 -51.7809 148.263
214 -51.8878 148.897
215 -52.0185 149.522
216 -52.1796 150.117
217 -52.3797 150.666
218 -52.6265 151.153
219 -52.9256 151.562
220 -53.2781 151.881
221 -53.6808 152.101
222 -54.126 152.215
223 -54.6003 152.22
224 -55.0863 152.119
225 -55.565 151.921
226 -56.018 151.641
227 -56.43 151.3
228 -56.7885 150.922
229 -57.084 150.529
230 -57.3125 150.137
231 -57.4719 149.76
232 -57.5632 149.406
233 -57.591 149.081
234 -57.5626 148.789
235 -57.4899 148.536
236 -57.3892 148.324
237 -57.2814 148.156
238 -57.1919 148.033
239 -57.1499 147.956
240 -57.1867 147.924
241 -57.3355 147.94
242 -57.6246 148.005
243 -58.075 148.12
244 -58.6969 148.286
245 -59.4854 148.501
246 -60.4201 148.759
247 -61.4691 149.053
248 -62.592 149.374
249 -63.7458 149.712
250 -64.8887 150.061
251 -65.9827 150.418
252 -66.9918 150.783
253 -67.8882 151.163
254 -68.6518 151.565
255 -69.2678 151.996
256 -69.7285 152.454
257 -70.0328 152.933
258 -70.184 153.417
259 -70.1903 153.885
260 -70.0624 154.316
261 -69.8158 154.693
262 -69.472 155.001
263 -69.0577 155.235
264 -68.6026 155.39
265 -68.1369 155.465
266 -67.6871 155.456
267 -67.2722 155.357
268 -66.9023 155.161
269 -66.5798 154.86
270 -66.3038 154.45
271 -66.0721 153.934
272 -65.8832 153.326
273 -65.7346 152.643
274 -65.6208 151.911
275 -65.5319 151.157
276 -65.4529 150.405
277 -65.3656 149.675
278 -65.2521 148.978
279 -65.0966 148.324
280 -64.8902 147.721
281 -64.6318 147.184
282 -64.3264 146.731
283 -63.9846 146.386
284 -63.6191 146.17
285 -63.2408 146.097
286 -62.8582 146.169
287 -62.4748 146.373
288 -62.0905 146.685
289 -61.7024 147.07
290 -61.3094 147.493
291 -60.9153 147.919
292 -60.5293 148.323
293 -60.1681 148.688
294 -59.8533 149.004
295 -59.6047 149.267
296 -59.4361 149.471
297 -59.3502 149.609
298 -59.3369 149.667
299 -59.3755 149.626
300 -59.4393 149.47
301 -59.5025 149.191
302 -59.5463 148.792
303 -59.5629 148.289
304 -59.5554 147.71
305 -59.5339 147.088
306 -59.511 146.452
307 -59.4949 145.824
308 -59.4865 145.219
309 -59.4802 144.643
310 -59.4664 144.103
311 -59.4364 143.608
312 -59.3875 143.174
313 -59.3231 142.823
314 -59.2526 142.581
315 -59.1888 142.47
316 -59.1442 142.505
317 -59.1301 142.691
318 -59.1536 143.022
319 -59.2172 143.479
320 -59.317 144.037
321 -59.4422 144.665
322 -59.5739 145.332
323 -59.6879 146.004
324 -59.7599 146.651
325 -59.7709 147.245
326 -59.7108 147.762
327 -59.5799 148.175
328 -59.3828 148.462
329 -59.126 148.603
330 -58.811 148.579
331 -58.4346 148.375
332 -57.9897 147.985
333 -57.4685 147.414
334 -56.8659 146.675
335 -56.1844 145.786
336 -55.4346 144.775
337 -54.6366 143.671
338 -53.8203 142.505
339 -53.0257 141.316
340 -52.301 140.149
341 -51.7002 139.053
342 -51.2773 138.074
343 -51.0798 137.258
344 -51.1416 136.638
345 -51.4739 136.231
346 -52.0649 136.036
347 -52.8817 136.039
348 -53.8806 136.216
349 -55.0168 136.543
350 -56.2492 136.998
351 -57.5443 137.567
352 -58.8735 138.238
353 -60.2032 138.999
354 -61.4911 139.833
355 -62.6918 140.709
356 -63.7592 141.592
357 -64.6541 142.437
358 -65.3507 143.201
359 -65.8381 143.851
360 -66.1208 144.368
361 -66.2152 144.748
362 -66.147 145.005
363 -65.9473 145.161
364 -65.6477 145.242
365 -65.2782 145.266
366 -64.8621 145.244
367 -64.4125 145.172
368 -63.9338 145.038
369 -63.4237 144.827
370 -62.8778 144.53
371 -62.2982 144.149
372 -61.6978 143.702
373 -61.105 143.215
374 -60.56 142.723
375 -60.1041 142.252
376 -59.7718 141.82
377 -59.583 141.429
378 -59.5415 141.073
379 -59.6398 140.738
380 -59.8651 140.416
381 -60.2048 140.107
382 -60.6479 139.818
383 -61.1837 139.566
384 -61.7976 139.367
385 -62.4681 139.233
386 -63.167 139.166
387 -63.8604 139.156
388 -64.5098 139.185
389 -65.0746 139.226
390 -65.513 139.255
391 -65.7849 139.253
392 -65.855 139.21
393 -65.6999 139.125
394 -65.311 139.003
395 -64.697 138.848
396 -63.8818 138.664
397 -62.8991 138.452
398 -61.7842 138.211
399 -60.5694 137.942
400 -59.286 137.651
401 -57.9651 137.353
402 -56.639 137.067
403 -55.3439 136.818
404 -54.1192 136.627
405 -53.0048 136.511
406 -52.0371 136.475
407 -51.246 136.52
408 -50.6531 136.638
409 -50.2728 136.816
410 -50.1129 137.042
411 -50.1741 137.302
412 -50.4489 137.585
413 -50.9173 137.875
414 -51.5478 138.157
415 -52.3009 138.413
416 -53.1362 138.624
417 -54.0202 138.773
418 -54.931 138.85
419 -55.8589 138.855
420 -56.8014 138.798
421 -57.7542 138.704
422 -58.7011 138.601
423 -59.6112 138.517
424 -60.4424 138.475
425 -61.1466 138.485
426 -61.6828 138.545
427 -62.0251 138.642
428 -62.1663 138.757
429 -62.1141 138.874
430 -61.8887 138.985
431 -61.519 139.09
432 -61.0383 139.199
433 -60.4802 139.321
434 -59.8741 139.461
435 -59.2392 139.609
436 -58.583 139.745
437 -57.9026 139.836
438 -57.1941 139.851
439 -56.4636 139.765
440 -55.7363 139.57
441 -55.0606 139.278
442 -54.5058 138.92
443 -54.1465 138.537
444 -54.0436 138.17
445 -54.2307 137.848
446 -54.7053 137.585
447 -55.4308 137.379
448 -56.3495 137.216
449 -57.3991 137.08
450 -58.5253 136.964
451 -59.6871 136.878
452 -60.8519 136.841
453 -61.9946 136.882
454 -63.0933 137.023
455 -64.1214 137.271
456 -65.0502 137.613
457 -65.849 138.018
458 -66.4893 138.447
459 -66.9454 138.861
460 -67.1946 139.228
461 -67.219 139.532
462 -67.0086 139.771
463 -66.5649 139.957
464 -65.9075 140.103
465 -65.0765 140.224
466 -64.1285 140.323
467 -63.1292 140.396
468 -62.1353 140.428
469 -61.1844 140.4
470 -60.2971 140.294
471 -59.4804 140.101
472 -58.7389 139.827
473 -58.0811 139.488
474 -57.5221 139.106
475 -57.0822 138.704
476 -56.7785 138.3
477 -56.6175 137.902
478 -56.5921 137.508
479 -56.6843 137.116
480 -56.8696 136.724
481 -57.1266 136.338
482 -57.4385 135.972
483 -57.7945 135.642
484 -58.1872 135.369
485 -58.6095 135.167
486 -59.0545 135.046
487 -59.5135 135.006
488 -59.9795 135.044
489 -60.4469 135.15
490 -60.9086 135.312
491 -61.3516 135.521
492 -61.7541 135.768
493 -62.0838 136.042
494 -62.303 136.33
495 -62.3743 136.614
496 -62.2704 136.872
497 -61.9791 137.081
498 -61.5067 137.225
