     1	141.208
     2	147.642
     3	149.847
     4	151.186
     5	151.59
     6	149.512
     7	151.739
     8	154.318
     9	155.464
    10	158.944
    11	157.024
    12	157.379
    13	159.242
    14	154.903
    15	151.26
    16	152.894
    17	150.545
    18	145.461
    19	150.384
    20	154.957
    21	150.654
    22	150.258
    23	152.685
    24	151.505
    25	153.154
    26	156.444
    27	151.257
    28	147.473
    29	149.208
    30	146.443
    31	143.438
    32	143.229
    33	143.284
    34	141.681
    35	139.235
    36	144.283
    37	145.666
    38	137.519
    39	138.009
    40	144.733
    41	137.538
    42	133.578
    43	140.049
    44	139.402
    45	136.741
    46	141.069
    47	142.238
    48	137.961
    49	134.235
    50	133.866
    51	132.96
    52	133.631
    53	141.098
    54	147.244
    55	143.831
    56	141.268
    57	142.999
    58	142.121
    59	144.317
    60	154.03
    61	155.334
    62	149.035
    63	148.741
    64	151.882
    65	147.526
    66	145.321
    67	151.891
    68	156.185
    69	150.769
    70	151.227
    71	154.031
    72	150.632
    73	146.902
    74	148.825
    75	150.392
    76	145.661
    77	143.408
    78	147.569
    79	144.27
    80	141.222
    81	145.645
    82	147.35
    83	146.482
    84	149.291
    85	146.971
    86	149.481
    87	156.085
    88	158.163
    89	156.836
    90	157.272
    91	157.267
    92	158.39
    93	156.173
    94	149.891
    95	145.973
    96	145.959
    97	142.351
    98	142.456
    99	143.963
   100	144.583
   101	146.499
   102	152.822
   103	155.978
   104	157.971
   105	157.99
   106	154.023
   107	153.931
   108	160.33
   109	158.158
   110	153.485
   111	153.749
   112	150.962
   113	147.786
   114	151.343
   115	153.732
   116	155.948
   117	154.753
   118	151.213
   119	151.661
   120	150.246
   121	144.931
   122	146.617
   123	150.556
   124	145.069
   125	146.084
   126	150.188
   127	149.26
   128	149.931
   129	148.483
   130	147.342
   131	153.925
   132	155.538
   133	148.083
   134	144.086
   135	148.24
   136	154.954
   137	153.127
   138	148.699
   139	150.774
   140	156.235
   141	151.128
   142	145.473
   143	150.317
   144	149.401
   145	145.504
   146	151.195
   147	154.899
   148	148.966
   149	144.766
   150	143.161
   151	144.405
   152	147.917
   153	145.809
   154	140.827
   155	144.698
   156	144.974
   157	141.294
   158	140.204
   159	139.873
   160	137.753
   161	140.955
   162	140.594
   163	140.461
