1 -149.413 141.208
2 -150.251 147.642
3 -153.753 149.847
4 -152.992 151.186
5 -151.991 151.59
6 -155.632 149.512
7 -155.831 151.739
8 -148.84 154.318
9 -143.732 155.464
10 -147.611 158.944
11 -151.692 157.024
12 -148.779 157.379
13 -152.319 159.242
14 -160.877 154.903
15 -166.824 151.26
16 -168.454 152.894
17 -171.224 150.545
18 -170.963 145.461
19 -164.276 150.384
20 -156.546 154.957
21 -153.814 150.654
22 -149.531 150.258
23 -141.962 152.685
24 -142.482 151.505
25 -154.077 153.154
26 -156.921 156.444
27 -157.736 151.257
28 -161.131 147.473
29 -164.373 149.208
30 -163.13 146.443
31 -157.119 143.438
32 -152.088 143.229
33 -150.297 143.284
34 -150.805 141.681
35 -146.888 139.235
36 -142.504 144.283
37 -147.709 145.666
38 -155.41 137.519
39 -154.343 138.009
40 -149.576 144.733
41 -150.153 137.538
42 -149.863 133.578
43 -144.274 140.049
44 -142.599 139.402
45 -142.578 136.741
46 -144.52 141.069
47 -147.847 142.238
48 -151 137.961
49 -149.171 134.235
50 -147.818 133.866
51 -148.602 132.96
52 -149.545 133.631
53 -141.387 141.098
54 -140.213 147.244
55 -147.169 143.831
56 -150.552 141.268
57 -147.94 142.999
58 -150.709 142.121
59 -158.229 144.317
60 -159.536 154.03
61 -156.265 155.334
62 -160.98 149.035
63 -162.371 148.741
64 -161.946 151.882
65 -163.646 147.526
66 -164.726 145.321
67 -159.099 151.891
68 -156.141 156.185
69 -162.112 150.769
70 -162.75 151.227
71 -158.708 154.031
72 -163.992 150.632
73 -168.67 146.902
74 -170.069 148.825
75 -168.788 150.392
76 -171.399 145.661
77 -172.718 143.408
78 -168.669 147.569
79 -163.792 144.27
80 -164.688 141.222
81 -163.742 145.645
82 -163.03 147.35
83 -162.133 146.482
84 -163.147 149.291
85 -162.088 146.971
86 -162.143 149.481
87 -162.147 156.085
88 -160.383 158.163
89 -156.038 156.836
90 -156.327 157.272
91 -159.55 157.267
92 -161.527 158.39
93 -162.721 156.173
94 -167.087 149.891
95 -172.806 145.973
96 -177.463 145.959
97 -179.127 142.351
98 -175.786 142.456
99 -177.36 143.963
100 -178.107 144.583
101 -170.094 146.499
102 -164.843 152.822
103 -164.654 155.978
104 -164.84 157.971
105 -153.92 157.99
106 -147.63 154.023
107 -151.869 153.931
108 -154.713 160.33
109 -150.946 158.158
110 -152.434 153.485
111 -156.788 153.749
112 -161.784 150.962
113 -162.728 147.786
114 -162.188 151.343
115 -157.359 153.732
116 -154.002 155.948
117 -153.526 154.753
118 -151.818 151.213
119 -147.714 151.661
120 -151.467 150.246
121 -156.009 144.931
122 -156.954 146.617
123 -152.183 150.556
