     1	-49.6187
     2	-51.767
     3	-53.0317
     4	-59.5118
     5	-57.7929
     6	-55.166
     7	-61.7918
     8	-54.8781
     9	-50.5499
    10	-52.3185
    11	-50.9756
    12	-52.5889
    13	-55.1107
    14	-59.9023
    15	-57.4207
    16	-62.5051
    17	-67.2441
    18	-60.1994
    19	-60.2881
    20	-60.1757
    21	-54.2347
    22	-51.6357
    23	-53.6812
    24	-57.4715
    25	-57.3344
    26	-65.9831
    27	-69.8146
    28	-66.0719
    29	-64.6316
    30	-60.9132
    31	-59.5046
    32	-59.438
    33	-59.4409
    34	-58.4336
    35	-51.7018
    36	-57.5456
    37	-66.2176
    38	-62.3003
    39	-60.2063
    40	-65.7842
    41	-57.9654
    42	-50.1747
    43	-57.7521
    44	-61.5198
    45	-55.0612
    46	-59.6883
    47	-67.2242
    48	-59.4827
    49	-57.127
    50	-61.3507
    51	-59.2972
    52	-54.4261
    53	-63.8762
    54	-63.428
    55	-54.3985
    56	-56.0133
    57	-62.4778
    58	-57.3872
    59	-59.1523
    60	-69.317
    61	-69.988
    62	-66.6632
    63	-73.9115
    64	-74.5761
    65	-67.2635
    66	-64.3475
    67	-67.2402
    68	-64.5774
    69	-61.0054
    70	-64.1443
    71	-65.3935
    72	-62.5404
    73	-64.5922
    74	-70.5167
    75	-71.7556
    76	-62.7353
    77	-59.007
    78	-62.8835
    79	-62.1247
    80	-56.5084
    81	-49.725
    82	-49.1187
    83	-54.5826
    84	-61.1188
    85	-60.476
    86	-62.6483
    87	-67.3488
    88	-68.0981
    89	-71.1959
    90	-69.2819
    91	-61.8887
    92	-62.8117
    93	-66.7178
    94	-62.8811
    95	-63.041
    96	-62.885
    97	-57.739
    98	-58.2393
    99	-62.0403
   100	-60.3324
   101	-53.9115
   102	-56.3329
   103	-60.2947
   104	-63.9442
   105	-60.8975
   106	-53.5199
   107	-49.8689
   108	-51.3536
   109	-50.0129
   110	-51.1621
   111	-51.6718
   112	-55.4154
   113	-59.8452
   114	-65.7723
   115	-65.0866
   116	-61.323
   117	-59.5849
   118	-54.0111
   119	-55.4656
   120	-54.1575
   121	-54.0397
   122	-54.5332
   123	-59.5948
   124	-59.5628
   125	-63.2764
   126	-61.5603
   127	-58.1035
   128	-60.0582
   129	-62.4881
   130	-61.7403
   131	-61.709
   132	-62.9581
   133	-65.6847
   134	-65.2071
   135	-64.7926
   136	-63.5886
   137	-58.0374
   138	-53.1288
   139	-55.7071
   140	-62.2854
   141	-55.6344
   142	-53.0985
   143	-57.8793
   144	-64.3967
   145	-62.7827
   146	-63.5214
   147	-63.3442
   148	-59.9205
   149	-54.7181
   150	-58.957
   151	-55.0584
   152	-59.1075
   153	-59.1977
   154	-64.2926
   155	-65.4544
   156	-58.4633
   157	-45.9186
   158	-42.3575
   159	-43.0423
   160	-46.9273
   161	-42.9658
   162	-44.3065
   163	-47.8018
   164	-56.9926
   165	-58.2221
   166	-60.0578
   167	-60.4094
   168	-62.41
   169	-59.6126
   170	-60.2671
   171	-61.0262
   172	-59.5798
   173	-56.3714
   174	-58.0983
   175	-63.9001
   176	-69.8271
   177	-67.7442
   178	-61.632
   179	-66.2057
   180	-67.6804
   181	-61.2852
   182	-61.6149
   183	-62.6314
   184	-61.6758
   185	-61.7107
   186	-58.9074
   187	-55.8227
   188	-59.2306
   189	-59.3517
   190	-57.0188
   191	-56.0096
   192	-53.6246
   193	-54.17
   194	-65.4062
   195	-67.5188
   196	-64.9903
   197	-63.5626
   198	-69.753
   199	-69.3716
   200	-65.7271
   201	-60.9491
   202	-56.5083
   203	-52.7597
   204	-49.8094
   205	-51.014
   206	-53.4222
   207	-47.63
   208	-51.4514
   209	-63.0354
   210	-57.3264
   211	-53.2196
   212	-62.6707
   213	-62.0923
   214	-55.5598
   215	-63.0199
   216	-64.9047
   217	-53.9191
   218	-57.4923
   219	-68.7869
   220	-62.3665
   221	-52.2822
   222	-57.4967
   223	-56.9247
   224	-52.7343
   225	-50.1308
   226	-56.0237
   227	-50.6993
   228	-49.2082
   229	-57.5405
   230	-60.9031
   231	-56.3442
   232	-67.7005
   233	-68.2044
   234	-62.1592
   235	-55.6953
   236	-56.4198
   237	-46.1528
   238	-41.1504
   239	-47.4561
   240	-46.7482
   241	-40.3171
   242	-43.3268
   243	-48.9193
   244	-47.9769
   245	-50.1573
   246	-56.0669
   247	-58.0016
   248	-58.1445
   249	-65.6154
   250	-64.6982
   251	-57.8161
   252	-61.5102
   253	-65.4758
   254	-56.9257
   255	-58.8066
   256	-64.7685
   257	-56.8481
   258	-57.2356
   259	-70.0946
   260	-70.8167
   261	-67.0709
   262	-70.6759
   263	-73.703
   264	-68.896
   265	-74.3712
   266	-73.8913
   267	-62.759
   268	-59.2254
   269	-65.6413
   270	-65.2208
   271	-57.3767
   272	-66.7548
   273	-69.78
   274	-61.9447
   275	-63.4534
   276	-70.1809
   277	-62.8744
   278	-53.7514
   279	-61.0809
   280	-55.9633
   281	-45.4563
   282	-52.368
   283	-56.0561
   284	-49.3854
   285	-56.6095
   286	-65.1428
   287	-54.9903
   288	-47.2858
   289	-57.4168
   290	-63.701
   291	-56.8854
   292	-55.9142
   293	-63.4205
   294	-65.651
   295	-62.1544
   296	-62.7674
   297	-65.0571
   298	-58.5706
   299	-65.5646
   300	-73.1675
   301	-69.6421
   302	-66.4086
   303	-69.8529
   304	-65.3174
   305	-53.6371
   306	-60.2289
   307	-60.3039
   308	-54.8927
   309	-60.3048
   310	-62.4764
   311	-53.8834
   312	-50.8982
   313	-52.1851
   314	-55.4207
   315	-53.2135
   316	-54.8885
   317	-53.1169
   318	-51.4694
   319	-59.8432
   320	-59.6048
   321	-54.4816
   322	-58.7202
   323	-68.7363
   324	-65.9624
   325	-61.4925
   326	-60.7949
   327	-65.4096
   328	-64.1993
   329	-67.4182
   330	-68.4219
   331	-68.69
   332	-63.8128
   333	-69.1588
   334	-66.1336
   335	-61.8749
   336	-61.0414
   337	-68.4538
   338	-63.479
   339	-56.9393
   340	-61.334
   341	-56.3725
   342	-53.6139
   343	-63.8362
   344	-65.4062
   345	-63.0046
   346	-61.8443
   347	-64.0154
   348	-59.7438
   349	-65.6659
   350	-68.3373
   351	-62.9798
   352	-66.9689
   353	-66.1305
   354	-58.038
   355	-55.0729
   356	-52.9288
   357	-52.4529
   358	-46.219
   359	-41.1173
   360	-36.4484
   361	-28.3099
   362	-30.2537
   363	-42.0181
   364	-37.9351
   365	-42.2473
   366	-52.6405
   367	-60.8562
   368	-54.7199
   369	-51.0099
   370	-56.8565
   371	-53.6218
   372	-52.2431
   373	-63.1449
   374	-59.9751
   375	-58.4017
   376	-69.4731
   377	-65.6414
   378	-62.5271
   379	-67.1384
   380	-71.8522
   381	-66.9115
   382	-60.3597
   383	-65.7457
   384	-66.5916
   385	-58.1118
   386	-53.9704
   387	-57.5016
   388	-57.8634
   389	-47.8815
   390	-46.1092
   391	-53.3048
   392	-53.417
   393	-59.5632
   394	-70.1885
   395	-74.3678
   396	-71.4958
   397	-76.3149
   398	-78.2194
   399	-69.9125
   400	-66.2122
   401	-68.5592
   402	-58.4639
